Indonesia,Simalungun,Pronounciation,Part of Speech,Sentence Examples & Related Forms
tiba-tiba,tompu,tOppu,Adverb,hape tompu roh udan hujan turun tiba-tiba
tidak,dang,daG,Toba,bukan
tidak,garak,,,
tidak,lang,,,
tidak,marsibolagan,bOlag,Verb,"marsibolagan juma ni sidea	ladang   mereka	tidak sama luas"
tidak,seng,sEG,Adverb,seng dong pambotohni na bawok  tidak ada pengetahuan orang yang bodoh: seng be songon sogari lobei ho huidah kau tidak lagi seperti dulu kulihat
tidak,sua,suwa,Adverb,bukan
tidak  tentu,retak,rEta?,Adjective,mase lang retak ibahen ho buku on mengapa tidak teratur susunan buku ini
tidak ada nafsu,harsi,,,
tidak ada nafsu makan,harsi,harsi,Adjective,ahu domma tolu ari harsi aku sudah tiga hari tidak bernafsu makan
tidak akan,sayop,sayOp,Adverb,"anggo sonin do ulahmu sayop ma ho dapotan horja kalau begitu ulahmu, kamu tidak  akan dapat pekerjaan"
tidak ber- sesak-sesak,linggar,liGgar,Adverb,halak ai linggar ibagas motor orang itu tidak bersesak-sesak di dalam motor
tidak beranjak,sorbob,sOrbOb,Verb,"anggo si Pirman sorbob i lobei ni inangni ai kalau si Pirman, tidak beranjak dari depan ibu- nya"
tidak beratur,burbar,burbar,Adjective,tartangar burbar i rumah ni terdengar bunyi ribut didalam rumah ini
"tidak bergerak, berubah arah",membar,mEmbar,Verb,
tidak berpenghuni: rumah na banggal ai lumei sonari rumah yang besar itu  kosong sekarang,lumei,lumey,Adjective,
tidak berseak-sesak,linggar,,,
tidak bersemangat,lelet,lElEt,Adjective,kurang jantan
tidak boleh,pantanghon ,,,
tidak cocok,pahil,pahil,Adjective,pahil do i pakeiho baju in! kamu tidak cocok pakai baju itu!
tidak dalam,dulmit,,,
tidak dalam dan masih kelihatan,dulmit,dulmit,Raya,dulmit duri ai bai tanganni tidak ter- lalu dalam duri di tangannya itu
tidak dapat,hapor,,,
tidak dapat,hortou,hOrtOw,Adverb,anggo dokah ho hortou mada kalau lama kamu tidak dapat bagian
tidak dapat berjalan dan berdiri hanya berjongkok,repat,rEpat,Verb,
tidak dapat menyebut huruf r,hapor,hapOr,Adjective,
tidak jelas terang,juja,juja,Adverb,juja parhatani tidak jelas ucapannya
tidak kokoh,busbas,busbas,Adjective,domma busbas bagas ai rumah itu sudah lapuk
tidak kuat,dalnei,dalnEyi,Adjective,dalnei dassa pardalanmu tidak kuat rasanya jalanmu
tidak kurang dan,girtip,,,
tidak kurang dan tidak lebih; pas,girtip,girtip,Adverb,pambereni ali girtip songon ni pangidoni si badu
tidak licin,porhot,pOrhOt,Adjective,
tidak lurus,pelong,pElOG,Adjective,pelong pardalani jalannya  tidak lurus
tidak lurus,peot,pEyOt,Adjective,peot dalan on jalan ini tidak lurus pepege  [pEpEgE]  n  sejenis  kayu
tidak mau makan,laja,laja,Adjective,
tidak menaruh,lansat,,,
tidak menaruh hiba,lansat,lassat,Adjective,ulang lansat mangidah nam sombuh! jangan tak menaruh hiba melihat orang yang tak punya;
tidak menentu,embal,Embal,Adjective,embal parsahapan percakapan yang tidak menentu
tidak menentu,mawang,,,
"tidak menentu tempat tinggalnya; tidak ada yang	memperdulikannya",mawang,mawaG,Verb,mawang do hugehkon au i jon aku di sini tidak diperdulikan orang
tidak peduli,bonos,bOnOs,Verb,bonos ahu pakon ia aku tidak peduli kepadanya
tidak rapi (tentang rambut),jangga,jaGga,Adjective,jangga jambulanmu lape marsisir mulai puho rambutmu tidak rapi sebab belum bersisir sejak bangun tidur
tidak rugi,rasipan,rasipan,Noun,jualkon lobei tano ijai ase rasipan jualkan dulu  tanah yang di sana agar tidak rugi
tidak sama,lundagi,,,
tidak sama,teal,tEal,Adjective,pas songon kilo na teal lang dos borat ni seperti  timbangan yang tidak sama beratnya
tidak sama,tepal,tEpal,Adverb,"mase tepal	panimbanganmu? mengapa tidak sama timba- nganmu?"
tidak sama disayangi,lundagi,lundagi,Adverb,"anggo inang padohon gatir do anak ni lang lundagi kalau ibu tiri, sering tidak sama rasa sayangnya terhadap anak-anaknya"
tidak sama luas,marsibolagan ,,,
tidak sama merah,marsigergeran ,,,
tidak sampai,bangkang,,,
tidak sampai hati,bangkang,bakkaG,Verb,bangkang do au mangusir halaki ai aku tidak sampai hati mengusir orang itu
tidak sopan,bangak,,,
tidak sopan,jampak,jappak,Adjective,jampak parsahapni kata- katanya tidak sopan
tidak sopan,liab,liyab,Adjective,ulang liab diri i tongah na mabui kita harus sopan melintas di tengah yang ramai
tidak sopan bangal [baGal] a tidak terajar bangar   [baGar]   a   besar,bangak,baGa?,Adjective,lobih
tidak telaten,raus,raus,Adjective,sembarangan: danak ai raus
tidak tentu,retak,,,
tidak tepat,dampar,dappar,Adjective,dampar dassa parsahapanmu tidak tepat pembicaraanmu
tidak tepat,embar,Embar,Adjective,embar do hatamu kata-katamu tidak tepat
tidak tepat,medar,,,
tidak tepat,paldou,,,
tidak tepat; menyimpang,paldou,paldOw,Adjective,paldou do hatentanga mai pembicaraan itu telah menyimpang
tidak tepat; tidak menentu,medar,mEdar,Adjective,medar do harsa pangulahmu tidak menentu ulahmu
tidak terajar,bangal,,,
tidak teratur,banrag,barrag,Verb,
tidak teratur,rende,rEndE,Noun,aimma barisan na rende itulah barisan yang tidak teratur
"tidak; partikel untuk menyatakan pengingkar- an, penolakan, penyangkalan, dan sebagainya; tiada",lang,laG,Adverb,lang roh ia dia tidak datang;
tidur,galang,galaG,Verb,inang galang ibu tidur
tidur,golek,,,
tidur,modom,,,
tidur,"modom 
",,,
tidur,tibal,tibal,Verb,"berbaring; ; membaringkan:		patibalhon inang anakni i podoman ibu itu menidurkan anaknya di tempat tidur"
tidur telungkup,hajang,hajaG,Verb,
"tidur; ; ; ; parmodom	n		penidur; tukang tidur;  cara tidur",modom,mOdOm,Verb,naha modom mi? bagaimana cara tidurmu?;
tiga,tolu,tolu,Numeral,
tikam,"marsitihaman 
",,,
tikam,pantom,pantom,,
tikam,tiham,tiham,Verb,; 
tikam,tobak,tobak,Verb,
tikar,amak,ama?,Noun,amparhon amak in bentangkan tikar itu; 
tikar,amparan,apparan,Noun,buat hujon amparan ai bawa tikar itu kesini
tikar,apei,apEy,Noun,amparhon lobei apei in bentangkan dulu tikarnya;
tikar,lage,lage,Noun,inang mamboli lage i tiga nantuari ibu mem- beli tikar ke pekan kemarin
tikar,rere,rErE,Noun,rere aima i bayu nasi inang tikar adalah kerajinan kaum ibu
tikar,sape,sapE,Noun,amparhon sape in! bentangkan tikar itu! sapih    [sapih]    n    sesama:  seng
tikar,tikar,tikar,Noun,
tikar lebar,bigou,,,
"tikar lebar, terbuat dari pandan (plastik dsb)",bigou,bigOuw,Noun,bigou pandani tikar pandan
tikus,monci,mossi,Noun,
tikus,monsi,mOnsi,Noun,omei nami bois ipangan monsi padi kami habis dimakan tikus
tikus,ubag,ubag,Noun,bahat do ubag i rumah nami banyak tikus di rumah kami
tikus bambu,ampodui,appOduy,Noun,bahat ampodui i juma namai banyak tikus bambu diladang kami
tikus busuk,lilie,liliE,Noun,
tilam,tilam,tilam,Noun,kasur: amparhon tilam ase modom! bentangkan tilam agar tidur!
timah,batuan,batuan,Noun,mambahen parugas bani batuan membuat perkakas rumah tangga dari timah
timah,timah,timah,Noun,
timang,dideng,didEng,Verb,dideng lobei adek mini! timang dahulu adikmu itu!
timang,tigtig,tigtig,Verb,neh tigtig lobei adek ni si Jonaha ai! ayo timang dulu adik si Jonaha itu!
timang,titeng,titeG,Verb,
timbang,antan,attan,Verb,antan boras on timbanglah beras itu
timbang,timbang,tibbaG,Verb,"boan hujon	lasina	ai	ase	hita timbang! bawa kemari cabai itu supaya kita timbang!; ; "
timbangan,dasing,dasiG,Noun,
timbul,ulgap,ulgap,Verb,ulgap mataniari hun timur matahari terbit dari timur
timbul tenggelam,aup,aup,Verb,hayu ni aup i bah banggal kayu itu timbul tenggelam di sungai
timbun,junjun,junjun,Verb,junjun utang i kodei bertimbun utang di kedai
timbun,sasa,sasa,Verb,"sasa lobei lubang in ase ulang taridah! timbun dulu lubang itu, agar jangan kelihatan!"
timbun,tamban,tabban,Verb,tamban lobei lubang ai! timbun dulu lubang ini!
timbun,tambus,tabbus,Verb,tambus lobei lubang ai! timbun dahulu lubang itu!
timbun,timbun,tibbun,Noun,": ulang itimbun	parit	ai!	jangan ditimbun parit itu!"
timbunan,rob,,,
timpa,tipa,tipa,Verb,
timpang,empang,EppaG,Adjective,pincang
timur,habinsaran,habissaran,Noun,mataniari hun habinsaran do poltakni matahari dari timur terbitnya
timur,hapoltakan,,,
tindih,agil,agil,Verb,
tindih,tindih,tiddih,Verb,"anggo domma isusun, tindih ase bani"
tinggal,sakamar,,Noun,
tinggal,tading,,,
tinggal,tangguh,tagguh,Verb,#NAME?
tinggal sedikit,gampis,gappis,Adjective,bah ikaleng gampis mando tasing air dikaleng tinggal sedikit
tinggi,enseng,,,
tinggi,gijang,gijaG,Raya,"gijang uhur, ki tinggi hati;"
tinggi,tinggir,tiggir,Adjective,tinggirhu 165 cm tinggiku 165 cm
tinggi; ,enseng,EssEG,Adjective,domma mangenseng ma bulung ni galut on daun pisang ini sudah meninggi
tinggikan,pagijang ,,,
tingkah laku,harsang,,,
tingkah laku,lagu,,,
tingkah laku,parlaho,parlahO,Noun,parlaho ni si Jawes hurang dear kelakuan si Jawes kurang baik
tingkah laku seseorang,lagu,lagu,Noun,bahat dassa lagumu banyak sekali tingkahmu
tingkah laku yang kurang sopan,harsang,harsaG,Adjective,"tongon do harsang	parlahouni kelakuannya memang kurang sopan benar"
tinjau,tatap,tatap,Verb,
tinju,gudam,gudam,Verb,"anggo domma dapot, gudam maloh hujin! kalau sudah dapat, tinju saja di situ!"
tinju,tenju,tejju,Noun,
tinta,tinta,titta,Noun,
tipis,rampis,rap:is,Adjective,rampis dasa buku on tipis sekali buku ini
tipis,tipis,tipis,Adjective,mamasang kaca tipis Ali i tingkap rumahni Ali memasang kaca tipis di jendela rumahnya
tipu,hilang,hilaG,Noun,
tipu,pogo,pOgO,Noun,
tipu,tipu,tipu,Noun,hona tipu si Anto i tiga nantuari si Anto kena tipu di pasar kemarin
tiris,burus,burus,Adjective,burus bah ni bagod mengambil air enau
tiriuan suara benda yang masuk ke air,jur,jur,Noun,
tiru,marsitiruan ,,,
tiru,tiru,tiru,Verb,
tiruan ayam,hurtuk,,,
tiruan ayam betina yang baru menetaskan anak,hurtuk,hurtuk,Verb,
tiruan bunyi,gejek,,,
tiruan bunyi,ngeong,,,
tiruan bunyi,ting,tiG,Noun,"denting: songon bosi ipokpok, ting sorani seperti besi dipukul, ting bunyinya"
tiruan bunyi air ketika orang melompat ke air,jaur,jaur,Noun,jaur gilumbang ni tao toba bunyi gelombang air di danau toba
tiruan bunyi anak korek api ketika dinyalakan,jer,jEr,Noun,jer hatani anakni korek anggo isantingkon jer suara anak korek api ketika dinyalakan
tiruan bunyi kucing,ngeong,GEyOG,Noun,
tiruan bunyi letupan,top,,,
tiruan bunyi menindih,gejek,gEjE?,Noun,
tiruan bunyi napas orang yang kelelahan,hoih,hOwih,Noun,
tiruan bunyi pelepah dihembus angin,jar,jar,Noun,
tiruan bunyi pukulan,gab,,,
tiruan bunyi pukulan tinju,gab,gab,Noun,
tiruan bunyi suara,gedeg,,,
tiruan bunyi suara gendang,gedeg,gEdEg,Noun,
tiruan suara,dorung,,,
tiruan suara,enong,,,
tiruan suara cangkul,job,jOb,Noun,job sorani sangkulni suara cangkulnya job
tiruan suara dentuman,tob,tOb,Noun,
tiruan suara kilat,jep,jEp,Noun,"jep sorani kilat, bur sorani langgur jep suara kilat, bur suara petir"
tiruan suara kucing,enong,EnOG,Noun,
tiruan suara pukulan (gedebug),guribig,guribig,Noun,"sura guribig mando tartangar halani ibogbog guang ni suara gedebuk, terdengar hebat pukulan di punggungnya"
tiruan suara tem,turtar,,,
tiruan suara tem- bakan,turtar,turtar,Noun,bunyi yang tidak teratur
tiruan suara tertawa,haha,haha,Noun,gelak tawa
tiruan tembakan,lasak,lasak,Noun,
titi,hitei,,,
titi; jembatan,hitei,hitEy,Noun,hitei ni bah ai jangin titi sungai itu mengerikan;
titik hujan,lintagtag,,,
titik hujan jatuh dari daun,lintagtag,lintagtag,Noun,lintagtag madabuh humbani bulung ni hawei titik hujan jatuh dari daun keladi
titip,tonja,tOjja,Verb,
tiung,hiong,hiyOG,Noun,manuk- manuk hiong ai domma lamuk burung tiung itu sudah jinak
tiup,sompul,sOppul,Verb,":	ia manompul apui dia meniup api; parmahan ai manompul sulim anak	gembala	itu	meniup seruling"
tiup,tompul,tOppul,Verb,
tiupan angin,pur,,,
tobat,tobat,tobat,Verb,"sonari domma tobat ia, seng songon ondi be ia telah tobat sekarang, tidak lagi seperti dahulu; "
tolak,julak,julak,Verb,
toleh,didah,,,
toleh; lihat,didah,didah,Verb,"didah ma mataniari domma gajang! lihatlah matahari,  sudah tinggi!;"
tolong,marsiurupan ,,,
tolong,urup,urup,Verb,bantu: urup au da mamboan hayu on! tolong aku mengangkat kayu itu!
tombak,pantom,pantom,,aili pantom i harangan babi hutan ditombak di hutan;  menikam: tuan nabolon di si pantom horbou tuan Nabolon menikam kerbau
tombak,tanja,tajja,Noun,
tombak,tumbak,tubbak,Noun,
tong,tong,tOG,Noun,tempat air: buluh dapot ibahen ianan ni bah songon tong bambu dapat dibuat tempat air seperti tong
tonggak,pansang,,,
tonggak; pancang,pansang,pansaG,Noun,ipasuki hayu ai ma pansang cucukkan kayu sebagai pancang
tongkat,tungkot,tukkot,Noun,
tonjol,jodat,,,
tonjol; ,jodat,jOdat,Adjective,"sidea manjodathon dirini bei mereka	menonjolkan	diri masing-masing"
topeng,toping,topiG,Noun,
topi,tangkuluk,takkuluk,Noun,tudung kepala
trans,siar,siyar,Verb,kemasukan (roh): dopma siar datu ai! dukun itu sudah kemasukan!
tua,toras,toras,Adjective,;  tua
tua,tua,tuwa,Adjective,
tua,tuha,tuha,Adjective,domma tuha barang in barang itu sudah tua; ; ketua (adat)
tuak,tuak,tuwak,,
tuak yang tanak,lutok,luto?,Noun,anglongkon malah lutok in! buang saja air tuak yang tanak itu!
tuang,tuang,,,
tuba,tuba,tuba,Noun,"semacam tanaman berduri, mempunyai getah beracun, selalu dipakai untuk menuba ikan"
tubuh,angkulu,akkulu,Noun,"angkulu ni inang galek tumang badan ibu lemas sekali;  marhasadon angkulu ampa		pikiran,		pb		sesuai perkataan dengan perbuatan; marangkulu, : angkula ni anggi ullopak adik mempunyai tubuh lebih putih"
tuduh,tukas,tukas,Verb,; ; ; 
tudung,bulang,,,
tudung,tudung,tuduG,Noun,mamakai tudung ia anggo milas ari dia memakai tudung kalau hari panas
tudung (tutup kepala perempuaketika pesta perkawinan),bulang,bulaG,Raya,
tugal,parlobong,,Noun,
Tuhan,Tuhan,tuhan,Noun, tuhang [tuhaG] n tukang
tujuan,alad,alad,Noun,huja alad mu
tujuh,pitu,pitu,Numeral,
tukang,partabas,,,
tukang,tuhang,,,
tukang daging,parjagal ,,,
tukang me,gintolir,,,
tukang me- meriksa pekerjaan,gintolir,gittOlir,Noun,"mandor gintung	[gittuG]	n	kembang"
tukar,libey,libey,Verb,
tukar,tuhar,tuhar,Verb,; ; 
tulang,baring,,,
tulang,holi,,,
tulang,imbul,,,
tulang,kaeskaes,,,
tulang,kokak,kOkak,Noun,duri ikan; ulang ipangan kokak tulang jangan dimakan
tulang,okak,Oka?,Noun,baliang marosuh mangan okak anjing suka makan tulang
tulang cakar,kaeskaes,kaeskaes,Noun,
tulang kering,baluyu,baluyut,Noun,
tulen,pitah,pitah,Adjective,omas pitah
tuli,nengel,nEGEl,Adjective,
tuli,pijot,pijOt,Adjective,pijot panangarni pendengarannya tuli
tum,pair,,,
tumbang,dorob,dOrOb,Verb,ahu mambogei hayu dorob aku mendengar suara kayu tumbang;
tumbuh,mandangkah,,Verb,
tumbuh,marhumala,humala,Verb,ma humala mando rih ondi i jumanta  lalang sudah tumbuh lebat di ladang kita
tumbuh,turah,turah,,
tumbuh dahan,mandangkah ,,,
tumbuh lebat,marhumala ,,,
tumbuhan,hampidi,,,
tumbuhan asam,sihala,sihala,Noun,boanma holi sihala ondi hu huta! bawalah asam itu ke kampung nanti!
tumbuhan berdaun lebar,rajapinayungan,,,
tumbuhan harum,dilam,,,
tumbuhan hutan,rimas,,,
tumbuk,duda,,,
tumbuk,rombuk,rOmbug,Verb,": inang  manrombuk		jagul ibu menumbuk jagung"
tumbuk,tondol,tOddOl,Verb,
"tumbuk; manduda		v		menumbuk",duda,duda,Raya,"manduda	omei	hami	kami menumbuk padi;"
tumit,tambihul,tabbihul,Noun,nahei ni si Ali tambihulni godang kaki si Ali tumitnya besar
tumpah,dorhap,dOrhap,Verb,dorhap boras ai to tanoh beras itu tumpah ke tanah
tumpah,dungkap,,,
tumpah,durhap,durhap,Verb,; 
tumpah,madungkap,dukkap,Verb,"madungkap bah hubani golas air tumpah dari gelas; mandungkaphon		v menumpahkan;"
tumpah,"madungkap 
",,,
tumpah,musei,musEy,Verb,boras musei ibahen beras ditaruh tumpah
tumpah,tungkap,tukkap,Verb,#NAME?
tumpah; ,dungkap,dukkap,Raya,"madungkap bah hubani golas air tumpah dari gelas; mandungkaphon		v menumpahkan;"
tumpuan hati,arepat,arepat,Noun,songon arepat na marhata-hata bani sisombahon segenap kata- kata diutarakan dalam persembahan
tumpuk,gugus,gugus,Raya,; ;  tumpukan; margugun-
tumpukan,gugunan,,Noun,
tumpukan,gugunan ,,,
tumpukan,luhutan,luhutan,Noun,luhutan ni omei tumpukan padi lujub   [lujub]   v   terbaring: inang
tumpul,majol,,,
tumpul  papak pada ujungnya (tidak runcing),majal,majal,Adjective,tebal pada bagian yang tajam (tidak tajam);  bodoh
tumpul papak,majal,,,
tumpul; majal,majol,majOl,Adjective,majol pisor min do i boan ho tumpul sekali pisau yang kamu bawa
tunai,tunei,,,
tunangan,tongantagan,toGattagan,Noun,jenges tumang tongantagan na ipadear ni tulang tunangan yang dipilih paman cantik sekali
tunangan,tunangan,tunaGan,Noun,ise tunanganmu? siapa tuna- nganmu?
tunas,sagak,sagak,Noun,domma roh sagak na baru tunas yang baru sudah tumbuh
tunas,suli,suli,Noun,
tunas,tumbor,tubbOr,Noun,
tunas,tunas,tunas,Noun,
tunduk,mopiopi,,,
tunduk,munduk,mundu?,Verb,omei ai domma munduk padi itu sudah mulai tunduk
tunduk,mungkil,muk:il,Verb,ia mungkil lobei rumah ia tunduk di depan rumah
tunduk,tias,tiyas,Verb,; 
tunduk,unduk,udduk,Verb,: maunduk au halani maila aku menunduk karena malu; ; 
tunduk dan ter,suhung,,,
tunduk karena dimarahi,mopiopi,mOpiyOpi,Verb,"mopiopi ia ilobeini amang ni ai, halani biarni dia tunduk di depan ayahnya karena kena marah"
tunggang,ajak,aja?,Verb,"ajak mahuda in, ulang mabiar ho tunggangilah kuda itu, jangan takut;"
tungging,bungkil,bukkil,Raya,
tungging,ibug,,,
"tungging (bagian ekor ayam, burung, dan se- jenisnya)",ibug,ibug,Noun,
tunggu,paima,paima,Verb,; ; ;
tunggu,paina,paina,Verb,paina hanami holi kami tunggu nanti pair [pair] n tum (suara dentuman)
tunggu  dulu,lagi,lagi,Adverb,jangan dahulu datang (kode orang yang sedang mandi di tepian apabila ada orang datang)
tunggu dulu,lagi,,,
tunggui,roncon,rOc:On,Verb,roncon ma si Bona i kodei hai! tunggui si Bona di kedai itu!
tunggul,tuho,,,
tungkai,likih,,,
tungkai; panjang tetapi kecil,likih,likih,Noun,dakdanak ai likih anak itu panjang tetapi kecil
tungku,dalihan,dalihan,Noun,padear lobei dalihan on! baguskan dahulu tungku ini!
tungkul,tongkol,tOkkOl,Noun,malopah inang tongkol jagol  na poso ibu memasak tungkul jagung muda
tunjuk,tuduh,,,
tunjuk,tulduk,tulduk,Verb,
tuntun,tata,tata,Verb,
tupai,bujut,bujut,Noun,
tupai,buyut,buyut,Noun,"sapandai pandai ni buyut mallumpat sahali ningon madabuh do sepandai pandai tupai me- lompat, sekali akan jatuh juga;"
turun,turun,turun,Verb,; ; ; 
turut,turut,turut,Verb,ikut
tusam,tusam,tusam,Noun,
tusuk,tojok,tojOk,Verb,tikam; ; men- cucuk
tusuk,tusuk,tusuk,Verb,tikam; ; meni- kam
tutup,aldom,aldOm,Verb,aludom ibah ai tutup pintu itu
tutup,gulom,gulOm,Noun,gulom ni botol tutup botol
tutup,hamkam,hakkam,Noun,"hamkam lobei indahan ai, holi isogopi lanog! tutup dulu nasi itu, nanti dihinggapi lalat!"
tutup,langgum,laggum,Noun,idia dibaen hamu langgum ni hudon ai? dimana kamu bikin tutup periuk itu?
tutup,pintu,pintu,Noun,pintu labah in tutup pintu itu
tutup,rongkob,rOk:Ob,Noun,; 
tutup,rungkub,rukkub,Noun,; : i ja panrungkub ni hudon on? di mana penutup periuk ini?
tutup,sanggum,saggum,Noun,
tutup,sangkob,sakkOb,Verb,: suan- sanan i topi dalan isangkobi abu tumbuhan di tepi jalan ditutupi debu
tutup,sangkup,sakkup,Verb,"sangkup		lobei	indahan	in! tutup dulu nasi itu!; ; ;  "
tutup,songom,soGOm,Verb,"ulang ribut,	hu	songom	holi pamanganmin! jangan ribut, kututup nanti mulutmu itu!; ; "
tutup,tungub,tuGup,Noun,domma iboli bapa tungub ni hudon na dokah ai tutup periuk yang lama itu sudah dibeli bapak; 
tutup,tutup,tutup,Noun,tutup ni hudon tutup periuk
tutup pintu,sugarang,,,
tutup pintu bubu agar ikan yang sudah masuk tidak dapat keluar lagi,sugarang,sugaraG,Noun,siapkon sugarang ni bubumu ai! siapkan pintu bubumu itu!
tutur,tutur,tutur,Verb,
uang,duit,duit,Raya,
uang,uang,uwaG,Noun,bahat do gunani uang uang banyak gunanya
uang emas,doraham,,,
uang emas atau perak zaman dahulu,doraham,dOraham,Noun,
uang meja,saman,saman,Noun,i ja samanni? mana uang meja- nya?
uap,hoyam,hOyam,Verb,
uap,tangas,taGas,Noun,tangkas do taridah tangas bah anggo sogot-sogot uap air tampak jelas jika pagi hari
ubah,ubah,ubah,Noun,ubahma parlahoumu! ubahlah kelaku- anmu!
uban,uban,uban,Noun,; 
ubi,gadung,gaduG,Raya,ma ngorbat gadung inang i juma: ibu mencabut ubi di lading; gadung  kayu; gadung  jalar; inang mangorbat gadung julur ibu mencabut ubi jalar
ubi,hayu,,Noun,
ubi,julur,,Noun,
ubi,ubi,ubi,Noun,sejenis umbi- umbian
ubi kayu,gadung hayu ,,,
ubun,salimbubu,,,
ubun,sambubu,,,
ubun- ubun,salimbubu,salimbubu,Noun,
ubun-ubun sambung [sambung] n baskom sambut [sabbut] n utang,sambubu,sabbubu,Noun,sambut
ucapan,parhorasan,,,
ucapan yang,nukna,,,
ucapan yang berubah ubah,nukna,nu?na,Noun,
ucapan yang tak sengaja,lilir,,,
